,problem,neurons_1,neurons_2,neurons_3,activation,learning_rate,lambda_2,momentum,test_number,abs_error,rel_error
987,1,20,0,0,0,0.0001,0.001,0.1,0,0.002629104015524419,0.005701594694238981
988,1,20,0,0,0,0.0001,0.001,0.1,1,0.034564513508258524,0.07495817801956721
989,1,20,0,0,0,0.0001,0.001,0.1,2,0.03151876814968897,0.06835303593546473
990,1,20,0,0,0,0.0001,0.01,0.0,0,0.016127246773131324,0.03497428176725336
991,1,20,0,0,0,0.0001,0.01,0.0,1,0.0057609718430602416,0.012493505886453338
992,1,20,0,0,0,0.0001,0.01,0.0,2,0.04758825286038233,0.10320205226370163
993,1,20,0,0,0,0.0001,0.01,0.01,0,0.036666147482376676,0.07951587716167373
994,1,20,0,0,0,0.0001,0.01,0.01,1,0.015052888575038077,0.032644379653913515
995,1,20,0,0,0,0.0001,0.01,0.01,2,0.010994266961701608,0.023842667998580976
996,1,20,0,0,0,0.0001,0.01,0.1,0,0.008948635014729145,0.019406417402806242
997,1,20,0,0,0,0.0001,0.01,0.1,1,0.006746617115126127,0.014631021108532384
998,1,20,0,0,0,0.0001,0.01,0.1,2,0.004439699369045109,0.009628134230175967
999,1,20,0,0,0,0.00039810717055349735,0.0,0.0,0,0.004242158910458495,0.009199738995934802
1000,1,20,0,0,0,0.00039810717055349735,0.0,0.0,1,0.004563768727625336,0.009897196691159488
1001,1,20,0,0,0,0.00039810717055349735,0.0,0.0,2,0.000884728161180527,0.001918661779771585
1002,1,20,0,0,0,0.00039810717055349735,0.0,0.01,0,0.005105638424893976,0.011072319992737764
1003,1,20,0,0,0,0.00039810717055349735,0.0,0.01,1,0.0034865692025331267,0.007561132746699149
1004,1,20,0,0,0,0.00039810717055349735,0.0,0.01,2,0.011921794014907158,0.025854145404607086
1005,1,20,0,0,0,0.00039810717055349735,0.0,0.1,0,0.012679895198849501,0.027498198155102686
1006,1,20,0,0,0,0.00039810717055349735,0.0,0.1,1,0.0021521687906050544,0.004667291246433582
1007,1,20,0,0,0,0.00039810717055349735,0.0,0.1,2,0.004933649440305571,0.010699336848591905
1008,1,20,0,0,0,0.00039810717055349735,0.001,0.0,0,0.0023172548946135026,0.00502530448940503
1009,1,20,0,0,0,0.00039810717055349735,0.001,0.0,1,0.0022415232557583048,0.004861069408657687
1010,1,20,0,0,0,0.00039810717055349735,0.001,0.0,2,0.003735867321286485,0.008101771999758289
1011,1,20,0,0,0,0.00039810717055349735,0.001,0.01,0,0.007995427410844849,0.01733924798511742
1012,1,20,0,0,0,0.00039810717055349735,0.001,0.01,1,0.010419969745525545,0.022597220902790618
1013,1,20,0,0,0,0.00039810717055349735,0.001,0.01,2,0.007989898449664313,0.0173272576281192
1014,1,20,0,0,0,0.00039810717055349735,0.001,0.1,0,0.0023504172859528517,0.005097221961438176
1015,1,20,0,0,0,0.00039810717055349735,0.001,0.1,1,0.001204984158538417,0.0026131835197072866
1016,1,20,0,0,0,0.00039810717055349735,0.001,0.1,2,0.008820326275255638,0.019128161227361346
1017,1,20,0,0,0,0.00039810717055349735,0.01,0.0,0,0.0012392398014248482,0.00268747186683077
1018,1,20,0,0,0,0.00039810717055349735,0.01,0.0,1,0.004126788486968433,0.008949541441726648
1019,1,20,0,0,0,0.00039810717055349735,0.01,0.0,2,0.0006623682519649967,0.0014364419546492064
1020,1,20,0,0,0,0.00039810717055349735,0.01,0.01,0,0.008326614670216436,0.01805747575765229
1021,1,20,0,0,0,0.00039810717055349735,0.01,0.01,1,0.0025129121036897638,0.005449615622997172
1022,1,20,0,0,0,0.00039810717055349735,0.01,0.01,2,0.013771652660516042,0.0298658331037687
1023,1,20,0,0,0,0.00039810717055349735,0.01,0.1,0,0.0012072016482987862,0.0026179924689833873
1024,1,20,0,0,0,0.00039810717055349735,0.01,0.1,1,0.0017855726231540796,0.0038722741033594995
1025,1,20,0,0,0,0.00039810717055349735,0.01,0.1,2,0.0037995162340472986,0.008239803930464822
1026,1,20,0,0,0,0.001584893192461114,0.0,0.0,0,0.0006081747863415192,0.0013189155371941673
1027,1,20,0,0,0,0.001584893192461114,0.0,0.0,1,0.006189365112112436,0.01342253903822405
1028,1,20,0,0,0,0.001584893192461114,0.0,0.0,2,0.006683379157399109,0.014493880393626528
1029,1,20,0,0,0,0.001584893192461114,0.0,0.01,0,0.004524733185265014,0.009812542436366164
1030,1,20,0,0,0,0.001584893192461114,0.0,0.01,1,0.002741208397930839,0.005944709363021642
1031,1,20,0,0,0,0.001584893192461114,0.0,0.01,2,0.007215406022453031,0.01564765808103346
1032,1,20,0,0,0,0.001584893192461114,0.0,0.1,0,0.005468772785467828,0.011859829703771679
1033,1,20,0,0,0,0.001584893192461114,0.0,0.1,1,0.003687651515280628,0.00799720900716531
1034,1,20,0,0,0,0.001584893192461114,0.0,0.1,2,0.003681139996470949,0.007983087830948058
1035,1,20,0,0,0,0.001584893192461114,0.001,0.0,0,0.0014908605101194511,0.0032331479942043903
1036,1,20,0,0,0,0.001584893192461114,0.001,0.0,1,0.008291349310856113,0.01798099769340228
1037,1,20,0,0,0,0.001584893192461114,0.001,0.0,2,0.000635373203506095,0.00137789926323983
1038,1,20,0,0,0,0.001584893192461114,0.001,0.01,0,0.002227534576812894,0.004830732922469385
1039,1,20,0,0,0,0.001584893192461114,0.001,0.01,1,0.0020351578675191265,0.0044135360300954956
1040,1,20,0,0,0,0.001584893192461114,0.001,0.01,2,0.0013465261040841218,0.002920137828464325
1041,1,20,0,0,0,0.001584893192461114,0.001,0.1,0,0.0017341512479504865,0.00376075936742662
1042,1,20,0,0,0,0.001584893192461114,0.001,0.1,1,0.0027212037370005697,0.005901326344340533
1043,1,20,0,0,0,0.001584893192461114,0.001,0.1,2,0.004208431798092714,0.00912659684416703
1044,1,20,0,0,0,0.001584893192461114,0.01,0.0,0,0.001403941781288148,0.003044652080688506
1045,1,20,0,0,0,0.001584893192461114,0.01,0.0,1,0.005351459294042502,0.011605418323954182
1046,1,20,0,0,0,0.001584893192461114,0.01,0.0,2,0.00594447272133221,0.012891454247478893
1047,1,20,0,0,0,0.001584893192461114,0.01,0.01,0,0.0036190219092136337,0.007848375718140328
1048,1,20,0,0,0,0.001584893192461114,0.01,0.01,1,0.002365091650542007,0.005129045456738787
1049,1,20,0,0,0,0.001584893192461114,0.01,0.01,2,0.0017661390020792794,0.003830129467713416
1050,1,20,0,0,0,0.001584893192461114,0.01,0.1,0,0.002997707831781902,0.0065009657159407225
1051,1,20,0,0,0,0.001584893192461114,0.01,0.1,1,0.0018889386856743556,0.004096438453704697
1052,1,20,0,0,0,0.001584893192461114,0.01,0.1,2,0.005467323435428466,0.011856686577274695
1053,1,20,0,0,0,0.00630957344480193,0.0,0.0,0,0.0009361800601041275,0.002030242710833685
1054,1,20,0,0,0,0.00630957344480193,0.0,0.0,1,0.0006812336134328046,0.0014773542366337206
1055,1,20,0,0,0,0.00630957344480193,0.0,0.0,2,0.0008885333238908079,0.0019269138289075437
1056,1,20,0,0,0,0.00630957344480193,0.0,0.01,0,0.001325454437667639,0.0028744408530956933
1057,1,20,0,0,0,0.00630957344480193,0.0,0.01,1,0.0010507169304246266,0.0022786325836793345
1058,1,20,0,0,0,0.00630957344480193,0.0,0.01,2,0.0009520965037104796,0.0020647598352537436
1059,1,20,0,0,0,0.00630957344480193,0.0,0.1,0,0.0006086404365103741,0.0013199253673554837
1060,1,20,0,0,0,0.00630957344480193,0.0,0.1,1,0.0006787435114080371,0.0014719540879866173
1061,1,20,0,0,0,0.00630957344480193,0.0,0.1,2,0.0007507692868550417,0.0016281524645864781
1062,1,20,0,0,0,0.00630957344480193,0.001,0.0,0,0.0011907882786295015,0.0025823976880738502
1063,1,20,0,0,0,0.00630957344480193,0.001,0.0,1,0.000779038992475425,0.0016894594355625675
1064,1,20,0,0,0,0.00630957344480193,0.001,0.0,2,0.0006721106489137335,0.0014575697603290466
1065,1,20,0,0,0,0.00630957344480193,0.001,0.01,0,0.0007493043313514261,0.0016249754953690603
1066,1,20,0,0,0,0.00630957344480193,0.001,0.01,1,0.0013263116787397254,0.0028762999051223266
1067,1,20,0,0,0,0.00630957344480193,0.001,0.01,2,0.0005976632415886574,0.001296119722560254
1068,1,20,0,0,0,0.00630957344480193,0.001,0.1,0,0.0008474867270286767,0.0018378983097406413
1069,1,20,0,0,0,0.00630957344480193,0.001,0.1,1,0.0006002125903772586,0.001301648356437432
1070,1,20,0,0,0,0.00630957344480193,0.001,0.1,2,0.0006001140755354406,0.0013014347126652204
1071,1,20,0,0,0,0.00630957344480193,0.01,0.0,0,0.0012249130918925118,0.002656402312118162
1072,1,20,0,0,0,0.00630957344480193,0.01,0.0,1,0.0009080189641430491,0.001969171275710715
1073,1,20,0,0,0,0.00630957344480193,0.01,0.0,2,0.0007104246396487919,0.0015406592254092468
1074,1,20,0,0,0,0.00630957344480193,0.01,0.01,0,0.000604098568898859,0.001310075666422071
1075,1,20,0,0,0,0.00630957344480193,0.01,0.01,1,0.0006066822564905043,0.0013156787689912774
1076,1,20,0,0,0,0.00630957344480193,0.01,0.01,2,0.0011690018482321362,0.002535150642986801
1077,1,20,0,0,0,0.00630957344480193,0.01,0.1,0,0.0008074985258978674,0.0017511780757547275
1078,1,20,0,0,0,0.00630957344480193,0.01,0.1,1,0.0012319897315745663,0.002671749035194158
1079,1,20,0,0,0,0.00630957344480193,0.01,0.1,2,0.0007672058633336799,0.0016637975728395892
1080,1,20,0,0,0,0.025118864315095794,0.0,0.0,0,0.0005997430938735513,0.0013006301849391973
1081,1,20,0,0,0,0.025118864315095794,0.0,0.0,1,0.0005996979187780256,0.0013005322161698217
1082,1,20,0,0,0,0.025118864315095794,0.0,0.0,2,0.0005992485317910682,0.0012995576550853738
1083,1,20,0,0,0,0.025118864315095794,0.0,0.01,0,0.000599270611121006,0.0012996055373257424
1084,1,20,0,0,0,0.025118864315095794,0.0,0.01,1,0.0006086773592709116,0.0013200054397354026
1085,1,20,0,0,0,0.025118864315095794,0.0,0.01,2,0.0006074312697328354,0.0013173031132177413
1086,1,20,0,0,0,0.025118864315095794,0.0,0.1,0,0.0005995883280415344,0.0013002945527080393
1087,1,20,0,0,0,0.025118864315095794,0.0,0.1,1,0.0006067127806559931,0.0013157449650865896
1088,1,20,0,0,0,0.025118864315095794,0.0,0.1,2,0.0005994488364819294,0.0012999920449596053
1089,1,20,0,0,0,0.025118864315095794,0.001,0.0,0,0.0005993860254412243,0.0012998558300763943
1090,1,20,0,0,0,0.025118864315095794,0.001,0.0,1,0.0005982103825461574,0.0012973062773568166
1091,1,20,0,0,0,0.025118864315095794,0.001,0.0,2,0.0005985740467196849,0.0012980949360443489
1092,1,20,0,0,0,0.025118864315095794,0.001,0.01,0,0.0005989262624099382,0.0012988587670297027
1093,1,20,0,0,0,0.025118864315095794,0.001,0.01,1,0.0005994512760399433,0.0012999973354962085
1094,1,20,0,0,0,0.025118864315095794,0.001,0.01,2,0.0005990559872600476,0.0012991400942471607
1095,1,20,0,0,0,0.025118864315095794,0.001,0.1,0,0.0005996115712055201,0.0013003449588919237
1096,1,20,0,0,0,0.025118864315095794,0.001,0.1,1,0.0005994813040810882,0.0013000624556736757
1097,1,20,0,0,0,0.025118864315095794,0.001,0.1,2,0.0006000922742916311,0.001301387433495093
1098,1,20,0,0,0,0.025118864315095794,0.01,0.0,0,0.0006704800171712344,0.0014540334980752932
1099,1,20,0,0,0,0.025118864315095794,0.01,0.0,1,0.0005973685592279474,0.0012954806609733447
1100,1,20,0,0,0,0.025118864315095794,0.01,0.0,2,0.0006735680826060089,0.0014607304174038581
1101,1,20,0,0,0,0.025118864315095794,0.01,0.01,0,0.000668922538955689,0.0014506558798914133
1102,1,20,0,0,0,0.025118864315095794,0.01,0.01,1,0.0005973893138361972,0.0012955256703619346
1103,1,20,0,0,0,0.025118864315095794,0.01,0.01,2,0.0005973766604220372,0.0012954982295917664
1104,1,20,0,0,0,0.025118864315095794,0.01,0.1,0,0.0006671769509859857,0.0014468703183283796
1105,1,20,0,0,0,0.025118864315095794,0.01,0.1,1,0.0006730919842194381,0.0014596979287618038
1106,1,20,0,0,0,0.025118864315095794,0.01,0.1,2,0.0005988702068583272,0.001298737202407778
1107,1,20,0,0,0,0.1,0.0,0.0,0,0.0005976221620994275,0.0012960306357092004
1108,1,20,0,0,0,0.1,0.0,0.0,1,0.0005976199295010023,0.0012960257939945857
1109,1,20,0,0,0,0.1,0.0,0.0,2,0.0005978392909726176,0.0012965015112713831
1110,1,20,0,0,0,0.1,0.0,0.01,0,0.0005976972422987465,0.0012961934580485038
1111,1,20,0,0,0,0.1,0.0,0.01,1,0.0005985643764440673,0.001298073964644272
1112,1,20,0,0,0,0.1,0.0,0.01,2,0.0005975821875880634,0.0012959439451634659
1113,1,20,0,0,0,0.1,0.0,0.1,0,0.0005983710593062082,0.0012976547282956853
1114,1,20,0,0,0,0.1,0.0,0.1,1,0.0005978899469068708,0.0012966113660372138
1115,1,20,0,0,0,0.1,0.0,0.1,2,0.0005987662534248892,0.0012985117642581125
1116,1,20,0,0,0,0.1,0.001,0.0,0,0.0005973904377965717,0.0012955281078335867
1117,1,20,0,0,0,0.1,0.001,0.0,1,0.0005974114849000353,0.0012955737515406172
1118,1,20,0,0,0,0.1,0.001,0.0,2,0.0005973652891215573,0.0012954735692717106
1119,1,20,0,0,0,0.1,0.001,0.01,0,0.0005974638844237564,0.0012956873875339687
1120,1,20,0,0,0,0.1,0.001,0.01,1,0.0005974893495542164,0.0012957426123755352
1121,1,20,0,0,0,0.1,0.001,0.01,2,0.000597419462642556,0.0012955910524363441
1122,1,20,0,0,0,0.1,0.001,0.1,0,0.0005974554363739844,0.0012956690667085193
1123,1,20,0,0,0,0.1,0.001,0.1,1,0.0005974329912267211,0.0012956203911400398
1124,1,20,0,0,0,0.1,0.001,0.1,2,0.0005974082461644837,0.0012955667278712118
1125,1,20,0,0,0,0.1,0.01,0.0,0,0.000597961838311852,0.0012967672730119022
1126,1,20,0,0,0,0.1,0.01,0.0,1,0.0006572044810598748,0.0014252435659125643
1127,1,20,0,0,0,0.1,0.01,0.0,2,0.0006572854644662578,0.0014254191902155317
1128,1,20,0,0,0,0.1,0.01,0.01,0,0.0006569724263784171,0.0014247403215628695
1129,1,20,0,0,0,0.1,0.01,0.01,1,0.0006557848953078463,0.001422164987604521
1130,1,20,0,0,0,0.1,0.01,0.01,2,0.0005981803453416364,0.0012972411373072348
1131,1,20,0,0,0,0.1,0.01,0.1,0,0.0006575169193688644,0.0014259211338574966
1132,1,20,0,0,0,0.1,0.01,0.1,1,0.0006580060677151138,0.0014269819232363892
1133,1,20,0,0,0,0.1,0.01,0.1,2,0.0005975029032631769,0.0012957720055660061
1134,1,20,0,0,1,0.0001,0.0,0.0,0,0.017206957830981747,0.037315792336025284
1135,1,20,0,0,1,0.0001,0.0,0.0,1,0.04879172113855559,0.1058119483762177
1136,1,20,0,0,1,0.0001,0.0,0.0,2,0.03957405898584605,0.08582210647082124
1137,1,20,0,0,1,0.0001,0.0,0.01,0,0.024003984542755624,0.05205613399143919
1138,1,20,0,0,1,0.0001,0.0,0.01,1,0.027176704661526295,0.058936639322788684
1139,1,20,0,0,1,0.0001,0.0,0.01,2,0.039982737009208784,0.08670838424298166
1140,1,20,0,0,1,0.0001,0.0,0.1,0,0.055639598937966064,0.12066256801597651
1141,1,20,0,0,1,0.0001,0.0,0.1,1,0.04613040694341077,0.10004050121964185
1142,1,20,0,0,1,0.0001,0.0,0.1,2,0.025262468197286166,0.05478533895445644
1143,1,20,0,0,1,0.0001,0.001,0.0,0,0.09042765380933895,0.19610552801539308
1144,1,20,0,0,1,0.0001,0.001,0.0,1,0.06877592349963277,0.14915059967251804
1145,1,20,0,0,1,0.0001,0.001,0.0,2,0.06587704141696929,0.14286395197651894
1146,1,20,0,0,1,0.0001,0.001,0.01,0,0.04730604178391411,0.1025900364717263
1147,1,20,0,0,1,0.0001,0.001,0.01,1,0.013956741861773059,0.03026722597434991
1148,1,20,0,0,1,0.0001,0.001,0.01,2,0.021038497484328893,0.045625043711890995
1149,1,20,0,0,1,0.0001,0.001,0.1,0,0.017921396685139878,0.03886515696982189
1150,1,20,0,0,1,0.0001,0.001,0.1,1,0.027248378362307736,0.05909207417423576
1151,1,20,0,0,1,0.0001,0.001,0.1,2,0.017750385533988614,0.03849429439979715
1152,1,20,0,0,1,0.0001,0.01,0.0,0,0.036247485129889234,0.07860794691869934
1153,1,20,0,0,1,0.0001,0.01,0.0,1,0.016144724488053604,0.03501218473574752
1154,1,20,0,0,1,0.0001,0.01,0.0,2,0.014525113405523036,0.03149982238706921
1155,1,20,0,0,1,0.0001,0.01,0.01,0,0.016782047088287448,0.03639431154950429
1156,1,20,0,0,1,0.0001,0.01,0.01,1,0.02349684583723756,0.05095632990017798
1157,1,20,0,0,1,0.0001,0.01,0.01,2,0.03161296900854577,0.06855732420777318
1158,1,20,0,0,1,0.0001,0.01,0.1,0,0.03933571269622086,0.0853052178531423
1159,1,20,0,0,1,0.0001,0.01,0.1,1,0.05690749991571544,0.12341219581497948
1160,1,20,0,0,1,0.0001,0.01,0.1,2,0.016955691415069377,0.03677088454411327
1161,1,20,0,0,1,0.00039810717055349735,0.0,0.0,0,0.0059696527819895605,0.012946060873689507
1162,1,20,0,0,1,0.00039810717055349735,0.0,0.0,1,0.014924642418306457,0.032366259198252624
1163,1,20,0,0,1,0.00039810717055349735,0.0,0.0,2,0.00920168312111345,0.01995518904981169
1164,1,20,0,0,1,0.00039810717055349735,0.0,0.01,0,0.00418934718266143,0.009085209078052766
1165,1,20,0,0,1,0.00039810717055349735,0.0,0.01,1,0.012774164491429192,0.027702634835898982
1166,1,20,0,0,1,0.00039810717055349735,0.0,0.01,2,0.00262616133241023,0.00569521305763137
1167,1,20,0,0,1,0.00039810717055349735,0.0,0.1,0,0.012585769688505815,0.027294073287011056
1168,1,20,0,0,1,0.00039810717055349735,0.0,0.1,1,0.010982002822710337,0.023816071428270656
1169,1,20,0,0,1,0.00039810717055349735,0.0,0.1,2,0.0053891534521309644,0.011687163591730556
1170,1,20,0,0,1,0.00039810717055349735,0.001,0.0,0,0.009334495988935368,0.020243213083105432
1171,1,20,0,0,1,0.00039810717055349735,0.001,0.0,1,0.010069561796523767,0.021837310267437078
1172,1,20,0,0,1,0.00039810717055349735,0.001,0.0,2,0.001521362834813766,0.003299296724574942
1173,1,20,0,0,1,0.00039810717055349735,0.001,0.01,0,0.003639667798327417,0.00789314933346095
1174,1,20,0,0,1,0.00039810717055349735,0.001,0.01,1,0.01181904547850615,0.025631320249525514
1175,1,20,0,0,1,0.00039810717055349735,0.001,0.01,2,0.0038021054992267347,0.008245419128844907
1176,1,20,0,0,1,0.00039810717055349735,0.001,0.1,0,0.0032594300613276945,0.007068548461443104
1177,1,20,0,0,1,0.00039810717055349735,0.001,0.1,1,0.008478241407390502,0.018386300404783642
1178,1,20,0,0,1,0.00039810717055349735,0.001,0.1,2,0.0024960536500760735,0.0054130556127772195
1179,1,20,0,0,1,0.00039810717055349735,0.01,0.0,0,0.01570067373766675,0.03404919605693197
1180,1,20,0,0,1,0.00039810717055349735,0.01,0.0,1,0.011567569045153828,0.025085957004229286
1181,1,20,0,0,1,0.00039810717055349735,0.01,0.0,2,0.014596629644539345,0.031654915759761794
1182,1,20,0,0,1,0.00039810717055349735,0.01,0.01,0,0.0013099932601574706,0.0028409110394640785
1183,1,20,0,0,1,0.00039810717055349735,0.01,0.01,1,0.009560617960648384,0.020733591488279572
1184,1,20,0,0,1,0.00039810717055349735,0.01,0.01,2,0.008731893005587153,0.01893638081161562
1185,1,20,0,0,1,0.00039810717055349735,0.01,0.1,0,0.008556752124596523,0.0185565623213984
1186,1,20,0,0,1,0.00039810717055349735,0.01,0.1,1,0.005403825467247651,0.011718981991858179
1187,1,20,0,0,1,0.00039810717055349735,0.01,0.1,2,0.01285307246007039,0.02787375825006641
1188,1,20,0,0,1,0.001584893192461114,0.0,0.0,0,0.00048636796139951065,0.0010547597096914948
1189,1,20,0,0,1,0.001584893192461114,0.0,0.0,1,0.00033182124027878124,0.000719602652400926
1190,1,20,0,0,1,0.001584893192461114,0.0,0.0,2,0.002245397302199523,0.004869470842189436
1191,1,20,0,0,1,0.001584893192461114,0.0,0.01,0,0.0005343897601269867,0.001158901969265723
1192,1,20,0,0,1,0.001584893192461114,0.0,0.01,1,0.000360180533724294,0.0007811039076143108
1193,1,20,0,0,1,0.001584893192461114,0.0,0.01,2,0.001110972739642607,0.0024093060755251048
1194,1,20,0,0,1,0.001584893192461114,0.0,0.1,0,0.0007523659608992768,0.0016316150846293843
1195,1,20,0,0,1,0.001584893192461114,0.0,0.1,1,0.000735155627058189,0.0015942919709241038
1196,1,20,0,0,1,0.001584893192461114,0.0,0.1,2,0.00011685617289645831,0.0002534196180300693
1197,1,20,0,0,1,0.001584893192461114,0.001,0.0,0,0.0009228232447314065,0.00200127651276341
1198,1,20,0,0,1,0.001584893192461114,0.001,0.0,1,0.0011081692480128904,0.002403226295909331
1199,1,20,0,0,1,0.001584893192461114,0.001,0.0,2,0.0007161093325834586,0.00155298730938131
1200,1,20,0,0,1,0.001584893192461114,0.001,0.01,0,0.0008806175103481536,0.0019097472351825022
1201,1,20,0,0,1,0.001584893192461114,0.001,0.01,1,0.000447646874350065,0.0009707873970052474
1202,1,20,0,0,1,0.001584893192461114,0.001,0.01,2,0.0002969022420224023,0.0006438757226137842
1203,1,20,0,0,1,0.001584893192461114,0.001,0.1,0,0.00035566574363063484,0.0007713129282191972
1204,1,20,0,0,1,0.001584893192461114,0.001,0.1,1,0.001060946733577594,0.0023008174006495497
1205,1,20,0,0,1,0.001584893192461114,0.001,0.1,2,0.00014711949760375423,0.0003190500421450057
1206,1,20,0,0,1,0.001584893192461114,0.01,0.0,0,0.00086086439381741,0.0018669097271412287
1207,1,20,0,0,1,0.001584893192461114,0.01,0.0,1,0.0010914006201064518,0.002366861085808677
1208,1,20,0,0,1,0.001584893192461114,0.01,0.0,2,0.0010062245506186594,0.0021821443827037
1209,1,20,0,0,1,0.001584893192461114,0.01,0.01,0,0.0004965248304368451,0.0010767863584172186
1210,1,20,0,0,1,0.001584893192461114,0.01,0.01,1,0.0009336946547334812,0.002024852747564589
1211,1,20,0,0,1,0.001584893192461114,0.01,0.01,2,0.0005318380672131132,0.0011533682518117309
1212,1,20,0,0,1,0.001584893192461114,0.01,0.1,0,0.0007326345193545889,0.0015888245819499233
1213,1,20,0,0,1,0.001584893192461114,0.01,0.1,1,0.0011308005290747633,0.0024523055226208946
1214,1,20,0,0,1,0.001584893192461114,0.01,0.1,2,0.00081338613868348,0.001763946220956273
1215,1,20,0,0,1,0.00630957344480193,0.0,0.0,0,0.00027090267466516147,0.0005874918768544582
1216,1,20,0,0,1,0.00630957344480193,0.0,0.0,1,9.76990665569547e-05,0.00021187464483109198
1217,1,20,0,0,1,0.00630957344480193,0.0,0.0,2,0.00015074162975497449,0.0003269051628755982
1218,1,20,0,0,1,0.00630957344480193,0.0,0.01,0,0.00014577317472783604,0.0003161303450463968
1219,1,20,0,0,1,0.00630957344480193,0.0,0.01,1,0.0002911305725938136,0.0006313590174561988
1220,1,20,0,0,1,0.00630957344480193,0.0,0.01,2,0.00015547939783370102,0.00033717970248327284
1221,1,20,0,0,1,0.00630957344480193,0.0,0.1,0,0.0003468140878032453,0.0007521168242983689
1222,1,20,0,0,1,0.00630957344480193,0.0,0.1,1,9.674703554175765e-05,0.0002098100270172107
1223,1,20,0,0,1,0.00630957344480193,0.0,0.1,2,0.0002065552842766363,0.00044794519575665513
1224,1,20,0,0,1,0.00630957344480193,0.001,0.0,0,0.00017930330606836115,0.0003888453147925219
1225,1,20,0,0,1,0.00630957344480193,0.001,0.0,1,0.00011945685128989661,0.0002590595676257844
1226,1,20,0,0,1,0.00630957344480193,0.001,0.0,2,9.917823721993344e-05,0.0002150824416904457
1227,1,20,0,0,1,0.00630957344480193,0.001,0.01,0,9.977419498740292e-05,0.0002163748628441659
1228,1,20,0,0,1,0.00630957344480193,0.001,0.01,1,0.0002772540576422321,0.0006012657752127254
1229,1,20,0,0,1,0.00630957344480193,0.001,0.01,2,0.0001322134001420845,0.0002867240003842301
1230,1,20,0,0,1,0.00630957344480193,0.001,0.1,0,0.00022192907784819593,0.0004812855045996453
1231,1,20,0,0,1,0.00630957344480193,0.001,0.1,1,7.066204739250085e-05,0.00015324093383836082
1232,1,20,0,0,1,0.00630957344480193,0.001,0.1,2,9.387190845376042e-05,0.00020357489548441818
1233,1,20,0,0,1,0.00630957344480193,0.01,0.0,0,0.000572101571977167,0.0012406855217936886
1234,1,20,0,0,1,0.00630957344480193,0.01,0.0,1,0.00027517134254191546,0.0005967491044018872
1235,1,20,0,0,1,0.00630957344480193,0.01,0.0,2,0.00024161718652087466,0.0005239820336395413
1236,1,20,0,0,1,0.00630957344480193,0.01,0.01,0,0.0004313955128277344,0.0009355439543408471
1237,1,20,0,0,1,0.00630957344480193,0.01,0.01,1,0.0002954338802069838,0.0006406913663134712
1238,1,20,0,0,1,0.00630957344480193,0.01,0.01,2,0.0004740349847859948,0.0010280138549787936
1239,1,20,0,0,1,0.00630957344480193,0.01,0.1,0,0.00040418072752645496,0.0008765247316085441
1240,1,20,0,0,1,0.00630957344480193,0.01,0.1,1,0.00037206521231814834,0.0008068775628266319
1241,1,20,0,0,1,0.00630957344480193,0.01,0.1,2,0.00030870091876667485,0.0006694628702986835
1242,1,20,0,0,1,0.025118864315095794,0.0,0.0,0,0.0001816928251790562,0.0003940273347517451
1243,1,20,0,0,1,0.025118864315095794,0.0,0.0,1,0.0001752624687648639,0.00038008217100138234
1244,1,20,0,0,1,0.025118864315095794,0.0,0.0,2,0.00011718333367742337,0.00025412911379817094
1245,1,20,0,0,1,0.025118864315095794,0.0,0.01,0,0.00010317929483987715,0.00022375931744831305
1246,1,20,0,0,1,0.025118864315095794,0.0,0.01,1,0.000226651154233815,0.0004915260144870667
1247,1,20,0,0,1,0.025118864315095794,0.0,0.01,2,9.670938788777858e-05,0.0002097283826003637
1248,1,20,0,0,1,0.025118864315095794,0.0,0.1,0,0.0001046974903402643,0.0002270517453472139
1249,1,20,0,0,1,0.025118864315095794,0.0,0.1,1,0.00013712342231777492,0.0002973720980708209
1250,1,20,0,0,1,0.025118864315095794,0.0,0.1,2,0.0002276125613963394,0.0004936109658410202
1251,1,20,0,0,1,0.025118864315095794,0.001,0.0,0,7.662104969020617e-05,0.00016616389758682153
1252,1,20,0,0,1,0.025118864315095794,0.001,0.0,1,9.726443270638022e-05,0.00021093207807004359
1253,1,20,0,0,1,0.025118864315095794,0.001,0.0,2,0.0002261785130274039,0.0004905010232433425
1254,1,20,0,0,1,0.025118864315095794,0.001,0.01,0,9.745363544052621e-05,0.00021134239173537309
1255,1,20,0,0,1,0.025118864315095794,0.001,0.01,1,0.00014843146148209318,0.0003218952267567977
1256,1,20,0,0,1,0.025118864315095794,0.001,0.01,2,0.00023078439868082248,0.0005004895566177304
1257,1,20,0,0,1,0.025118864315095794,0.001,0.1,0,8.715104523818609e-05,0.0001889997254552548
1258,1,20,0,0,1,0.025118864315095794,0.001,0.1,1,0.00017713101120291113,0.00038413437722366274
1259,1,20,0,0,1,0.025118864315095794,0.001,0.1,2,0.00010885728504907952,0.00023607286558470036
1260,1,20,0,0,1,0.025118864315095794,0.01,0.0,0,0.0003051134633048384,0.0006616829510158225
1261,1,20,0,0,1,0.025118864315095794,0.01,0.0,1,0.00034050325268803735,0.0007384308598798369
1262,1,20,0,0,1,0.025118864315095794,0.01,0.0,2,0.00034689766246826,0.0007522980681228075
1263,1,20,0,0,1,0.025118864315095794,0.01,0.01,0,0.0003434571179332365,0.0007448367465659767
